[2019-06-09 21:05] Dzserold megváltoztatta Stan Barger skinjét. SkinID: 223. (PLAYER:Dzserold) (TARGET:Stan Barger) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 85. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 84. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 1. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 2. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 150. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 160. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 170. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 175. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 155. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 19:04] Atesz megváltoztatta Escobar S Cartel skinjét. SkinID: 154. (PLAYER:Atesz) (TARGET:Escobar S Cartel) 
[2019-06-10 20:51] Rapid megváltoztatta Naruto1166 nevét. Új név: Uchiha Sasuke. (PLAYER:Rapid) (TARGET:Naruto1166) 
[2019-06-10 21:40] Dzserold megváltoztatta William Chapman nevét. Új név: Dwayne B Laronce. (PLAYER:Dzserold) (TARGET:William Chapman) 
[2019-06-10 21:40] Dzserold megváltoztatta Dwayne B Laronce skinjét. SkinID: 21. (PLAYER:Dzserold) (TARGET:Dwayne B Laronce) 
[2019-06-10 21:44] Denzel megváltoztatta Dwayne B Laronce skinjét. SkinID: 25. (PLAYER:Denzel) (TARGET:Dwayne B Laronce) 
[2019-06-10 21:51] Dzserold megváltoztatta Dwayne B Laronce skinjét. SkinID: 25. (PLAYER:Dzserold) (TARGET:Dwayne B Laronce) 
[2019-06-11 12:28] Süsü megváltoztatta Moore Adek nevét. Új név: Tibeira Adek. (PLAYER:Süsü) (TARGET:Moore Adek) 
[2019-06-11 12:29] Süsü megváltoztatta Tibeira Adek nevét. Új név: Adek Tiberia. (PLAYER:Süsü) (TARGET:Tibeira Adek) 
[2019-06-11 13:24] Dzserold megváltoztatta Keiichi D Lackwood nevét. Új név: Bryan D Lackwood. (PLAYER:Dzserold) (TARGET:Keiichi D Lackwood) 
[2019-06-11 13:28] Dzserold megváltoztatta Daniel Cambridge nevét. Új név: Travers Giacometti. (PLAYER:Dzserold) (TARGET:Daniel Cambridge) 
[2019-06-11 14:06] Zipoo megváltoztatta Xefande Tiberia skinjét. SkinID: 204. (PLAYER:Zipoo) (TARGET:Xefande Tiberia) 
[2019-06-11 14:07] Atesz megváltoztatta Xefande Tiberia skinjét. SkinID: 204. (PLAYER:Atesz) (TARGET:Xefande Tiberia) 
[2019-06-11 14:09] Atesz megváltoztatta Scott Barger skinjét. SkinID: 89. (PLAYER:Atesz) (TARGET:Scott Barger) 
[2019-06-11 14:09] Atesz megváltoztatta Scott Barger skinjét. SkinID: 272. (PLAYER:Atesz) (TARGET:Scott Barger) 
[2019-06-11 14:09] Atesz megváltoztatta Scott Barger skinjét. SkinID: 172. (PLAYER:Atesz) (TARGET:Scott Barger) 
[2019-06-11 14:09] Atesz megváltoztatta Scott Barger skinjét. SkinID: 152. (PLAYER:Atesz) (TARGET:Scott Barger) 
[2019-06-11 14:09] Atesz megváltoztatta Scott Barger skinjét. SkinID: 89. (PLAYER:Atesz) (TARGET:Scott Barger) 
[2019-06-11 14:10] Zipoo megváltoztatta Norman Barger skinjét. SkinID: 89. (PLAYER:Zipoo) (TARGET:Norman Barger) 
[2019-06-11 14:10] Atesz megváltoztatta Michael Adams skinjét. SkinID: 89. (PLAYER:Atesz) (TARGET:Michael Adams) 
[2019-06-11 14:11] Atesz megváltoztatta Michael Adams skinjét. SkinID: 272. (PLAYER:Atesz) (TARGET:Michael Adams) 
[2019-06-11 14:11] Atesz megváltoztatta Michael Adams skinjét. SkinID: 172. (PLAYER:Atesz) (TARGET:Michael Adams) 
[2019-06-11 14:11] Atesz megváltoztatta Michael Adams skinjét. SkinID: 152. (PLAYER:Atesz) (TARGET:Michael Adams) 
[2019-06-11 14:11] Atesz megváltoztatta Michael Adams skinjét. SkinID: 89. (PLAYER:Atesz) (TARGET:Michael Adams) 
[2019-06-11 14:11] Atesz megváltoztatta Michael Adams skinjét. SkinID: 272. (PLAYER:Atesz) (TARGET:Michael Adams) 
[2019-06-11 14:12] Atesz megváltoztatta Marco Samuel skinjét. SkinID: 152. (PLAYER:Atesz) (TARGET:Marco Samuel) 
[2019-06-11 14:12] Atesz megváltoztatta William Steawv skinjét. SkinID: 152. (PLAYER:Atesz) (TARGET:William Steawv) 
[2019-06-11 14:12] Atesz megváltoztatta Marco Samuel skinjét. SkinID: 2. (PLAYER:Atesz) (TARGET:Marco Samuel) 
[2019-06-11 15:53] Denzel megváltoztatta David Cross skinjét. SkinID: 152. (PLAYER:Denzel) (TARGET:David Cross) 
[2019-06-11 15:54] Zipoo megváltoztatta David Cross skinjét. SkinID: 172. (PLAYER:Zipoo) (TARGET:David Cross) 
[2019-06-11 15:57] Denzel megváltoztatta Ryan D Lackwood skinjét. SkinID: 155. (PLAYER:Denzel) (TARGET:Ryan D Lackwood) 
[2019-06-11 16:02] Denzel megváltoztatta Bryan D Lackwood skinjét. SkinID: 164. (PLAYER:Denzel) (TARGET:Bryan D Lackwood) 
[2019-06-11 16:02] Denzel megváltoztatta Bryan D Lackwood skinjét. SkinID: 139. (PLAYER:Denzel) (TARGET:Bryan D Lackwood) 
[2019-06-11 16:11] Denzel megváltoztatta Ryan D Lackwood skinjét. SkinID: 138. (PLAYER:Denzel) (TARGET:Ryan D Lackwood) 
[2019-06-11 16:12] Denzel megváltoztatta Ryan D Lackwood skinjét. SkinID: 139. (PLAYER:Denzel) (TARGET:Ryan D Lackwood) 
[2019-06-11 16:25] Rapid megváltoztatta Arkadij Zakharov skinjét. SkinID: 83. (PLAYER:Rapid) (TARGET:Arkadij Zakharov) 
[2019-06-11 16:55] Süsü megváltoztatta Adek Tiberia skinjét. SkinID: 172. (PLAYER:Süsü) (TARGET:Adek Tiberia) 
[2019-06-11 16:56] Süsü megváltoztatta Adek Tiberia skinjét. SkinID: 100. (PLAYER:Süsü) (TARGET:Adek Tiberia) 
[2019-06-11 17:02] SaSi megváltoztatta Brian Fritz nevét. Új név: Tiffany Norman. (PLAYER:SaSi) (TARGET:Brian Fritz) 
[2019-06-11 17:03] SaSi megváltoztatta Tiffany Norman skinjét. SkinID: 30. (PLAYER:SaSi) (TARGET:Tiffany Norman) 
[2019-06-11 17:03] SaSi megváltoztatta Tiffany Norman skinjét. SkinID: 20. (PLAYER:SaSi) (TARGET:Tiffany Norman) 
[2019-06-11 17:03] SaSi megváltoztatta Tiffany Norman skinjét. SkinID: 22. (PLAYER:SaSi) (TARGET:Tiffany Norman) 
[2019-06-11 17:03] SaSi megváltoztatta Matthew D Smith skinjét. SkinID: 24. (PLAYER:SaSi) (TARGET:Matthew D Smith) 
[2019-06-11 17:03] SaSi megváltoztatta Tiffany Norman skinjét. SkinID: 24. (PLAYER:SaSi) (TARGET:Tiffany Norman) 
[2019-06-11 17:05] Süsü megváltoztatta Xefande Tiberia skinjét. SkinID: 172. (PLAYER:Süsü) (TARGET:Xefande Tiberia) 
[2019-06-11 17:05] Borislaw megváltoztatta Xefande Tiberia skinjét. SkinID: 301. (PLAYER:Borislaw) (TARGET:Xefande Tiberia) 
[2019-06-11 18:02] Zipoo megváltoztatta Adek Tiberia skinjét. SkinID: 305. (PLAYER:Zipoo) (TARGET:Adek Tiberia) 
[2019-06-11 18:06] Gery megváltoztatta Tiffany Norman skinjét. SkinID: 250. (PLAYER:Gery) (TARGET:Tiffany Norman) 
[2019-06-11 18:07] Gery megváltoztatta Tiffany Norman skinjét. SkinID: 141. (PLAYER:Gery) (TARGET:Tiffany Norman) 
[2019-06-11 19:07] Atesz megváltoztatta Tiffany Norman skinjét. SkinID: 71. (PLAYER:Atesz) (TARGET:Tiffany Norman) 
